,0,1,2
622,-40.822197,6.6085701,-13.2340002
623,-41.3022957,5.10969019,-12.9467001
624,-41.1381989,4.46864986,-14.3937998
625,-42.2339973,5.00773001,-15.4027996
626,-41.8231964,4.52099991,-16.8080006
627,-42.834198,4.82067013,-17.9027996
628,-42.9652977,3.70233989,-18.9388008
629,-43.2502975,2.26492,-18.3780994
630,14.0316,26.7222004,-2.68169999
631,12.8910999,27.0795002,-1.70088005
632,11.9617996,28.2437992,-2.13416004
633,11.2636995,28.1126003,-3.47518992
634,9.95674038,28.8103008,-3.46958995
635,9.09337997,28.9139996,-4.77731991
636,7.68404007,28.5902996,-4.33422995
637,7.3549099,27.1257,-4.00888014
638,5.9162302,27.0571995,-3.41039991
639,4.79007006,27.1737995,-4.50751019
640,3.31211996,27.2304993,-3.99274993
641,2.9298799,28.6308002,-3.58446002
642,1.64734995,28.6704998,-2.76271009
643,1.62594998,28.1847992,-1.28680003
644,1.61359,26.6005001,-1.22104001
645,2.91113997,26.0198002,-0.740500987
646,2.75327992,24.5396004,-0.463918
647,4.12101984,23.7800999,-0.377278
648,4.1912899,22.2322998,-0.434118986
649,5.51811981,21.4706001,-0.426288009
650,5.17262983,20.0144997,0.0348269008
651,6.21780014,18.927,-0.275638998
652,7.59094,19.3456001,0.234237999
653,8.6651001,18.2136993,0.298094004
